seed,method,cohort,call,phase,candidate_id,feasible,qor,best_feasible_qor,cum_failed_eda_runtime_s,cum_total_eda_runtime_s,cum_optimizer_overhead_s,fallback_used,p_feas,ei,calibration_detail
139,flowguard_calibrated,extension,16,adaptive,cb36_034,False,,-0.09306823743826212,9592.416689400969,11592.774990929967,1.0815811609791126,False,0.2875092103478691,0.030133428747121913,calibrated-rf(cv=3)
139,flowguard_calibrated,extension,17,adaptive,cb36_010,True,-0.09306823743826212,-0.09306823743826212,9592.416689400969,12204.649726291973,1.2865772449877113,False,0.39241215528243734,0.022680543846503243,calibrated-rf(cv=3)
139,flowguard_calibrated,extension,18,adaptive,cb36_022,False,,-0.09306823743826212,10937.61224438298,13549.845281273985,1.4929472219955642,False,0.22472121166915074,0.034946922824056176,calibrated-rf(cv=3)
139,flowguard_calibrated,extension,19,adaptive,cb36_024,False,,-0.09306823743826212,11697.268001816978,14309.501038707982,1.6981919090030715,False,0.19349236149356405,0.016912602844236117,calibrated-rf(cv=3)
139,flowguard_calibrated,extension,20,adaptive,cb36_027,False,,-0.09306823743826212,12204.023240960974,14816.256277851979,1.9088667230098508,False,0.20163339528466892,0.016912602844236117,calibrated-rf(cv=3)
139,flowguard_calibrated,extension,21,adaptive,cb36_031,False,,-0.09306823743826212,12704.625234599982,15316.858271490986,2.13899434900668,False,0.16913188406489998,0.016959462011264012,calibrated-rf(cv=3)
139,flowguard_calibrated,extension,22,adaptive,cb36_032,False,,-0.09306823743826212,13460.592850175977,16072.825887066982,2.3487173950124998,False,0.15449634462455805,0.017099571047510947,calibrated-rf(cv=3)
139,flowguard_calibrated,extension,23,adaptive,cb36_035,False,,-0.09306823743826212,13961.578174278984,16573.81121116999,2.5613293460191926,False,0.18244006340293262,0.017099571047510947,calibrated-rf(cv=3)
139,flowguard_calibrated,extension,24,adaptive,cb36_028,False,,-0.09306823743826212,14720.873048486988,17333.106085377993,2.7690229340223595,False,0.13227514356507164,0.016959462011264012,calibrated-rf(cv=3)
139,ei_only_ablation,extension,1,shared_init,cb36_029,False,,,517.6829417809931,517.6829417809931,0.0,False,,,
139,ei_only_ablation,extension,2,shared_init,cb36_018,False,,,1854.9824836799962,1854.9824836799962,0.0,False,,,
139,ei_only_ablation,extension,3,shared_init,cb36_023,False,,,2394.7457392009965,2394.7457392009965,0.0,False,,,
139,ei_only_ablation,extension,4,shared_init,cb36_004,False,,,3066.7749650319965,3066.7749650319965,0.0,False,,,
139,ei_only_ablation,extension,5,shared_init,cb36_012,False,,,3822.4134601889964,3822.4134601889964,0.0,False,,,
139,ei_only_ablation,extension,6,shared_init,cb36_020,False,,,4579.2730302349955,4579.2730302349955,0.0,False,,,
139,ei_only_ablation,extension,7,shared_init,cb36_002,True,-0.09306823743826212,-0.09306823743826212,4579.2730302349955,5187.073720488996,0.0,False,,,
